verdict,group,path,bytes,class,purpose,sha256,evidence,referencers,git,backup,risk,approved
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Ramiel/Textures/T_体+.uasset,4020716,Texture2D,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Ramiel/Materials/MI_鞋饰+,/Game/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList; /Game/Assets/mmd/Character/Ramiel/Materials/MI_发饰后+; /Game/Assets/mmd/Character/Ramiel/Materials/MI_发饰后+_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_发饰金属+; /Game/Assets/mmd/Character/Ramiel/Materials/MI_发饰金属+_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_戒指+; /Game/Assets/mmd/Character/Ramiel/Materials/MI_戒指+_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_腿饰金属+; /Game/Assets/mmd/Character/Ramiel/Materials/MI_腿饰金属+_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_衣+; /Game/Assets/mmd/Character/Ramiel/Materials/MI_衣+_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_鞋饰+; /Game/Assets/mmd/Character/Ramiel/Materials/MI_鞋饰+_outline,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Ramiel/Textures/T_体.uasset,3768038,Texture2D,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Ramiel/Materials/MI_鞋饰,/Game/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList; /Game/Assets/mmd/Character/Ramiel/Materials/MI_体-alpha1; /Game/Assets/mmd/Character/Ramiel/Materials/MI_体-alpha1_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_体-alpha2; /Game/Assets/mmd/Character/Ramiel/Materials/MI_体-alpha2_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_发饰后; /Game/Assets/mmd/Character/Ramiel/Materials/MI_发饰后_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_发饰金属; /Game/Assets/mmd/Character/Ramiel/Materials/MI_发饰金属_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_戒指; /Game/Assets/mmd/Character/Ramiel/Materials/MI_戒指_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_指甲; /Game/Assets/mmd/Character/Ramiel/Materials/MI_指甲_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_肌; /Game/Assets/mmd/Character/Ramiel/Materials/MI_肌_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_腿饰; /Game/Assets/mmd/Character/Ramiel/Materials/MI_腿饰_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_腿饰金属; /Game/Assets/mmd/Character/Ramiel/Materials/MI_腿饰金属_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_衣; /Game/Assets/mmd/Character/Ramiel/Materials/MI_衣_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_鞋饰; /Game/Assets/mmd/Character/Ramiel/Materials/MI_鞋饰_outline,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Ramiel/Textures/T_体2+.uasset,2060515,Texture2D,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Ramiel/Materials/MI_鞋+,/Game/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList; /Game/Assets/mmd/Character/Ramiel/Materials/MI_袜金属+; /Game/Assets/mmd/Character/Ramiel/Materials/MI_袜金属+_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_鞋+; /Game/Assets/mmd/Character/Ramiel/Materials/MI_鞋+_outline,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Ramiel/Textures/T_体2.uasset,1727710,Texture2D,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Ramiel/Materials/MI_鞋,/Game/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList; /Game/Assets/mmd/Character/Ramiel/Materials/MI_体下; /Game/Assets/mmd/Character/Ramiel/Materials/MI_体下_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_肌2; /Game/Assets/mmd/Character/Ramiel/Materials/MI_肌2_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_袜-alpha; /Game/Assets/mmd/Character/Ramiel/Materials/MI_袜-alpha_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_袜金属; /Game/Assets/mmd/Character/Ramiel/Materials/MI_袜金属_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_面纱; /Game/Assets/mmd/Character/Ramiel/Materials/MI_面纱_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_鞋; /Game/Assets/mmd/Character/Ramiel/Materials/MI_鞋_outline,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Ramiel/Textures/T_发+.uasset,86389,Texture2D,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Ramiel/Materials/MI_发+,/Game/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList; /Game/Assets/mmd/Character/Ramiel/Materials/MI_发+; /Game/Assets/mmd/Character/Ramiel/Materials/MI_发+_outline,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Ramiel/Textures/T_发.uasset,3935039,Texture2D,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Ramiel/Materials/MI_发,/Game/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList; /Game/Assets/mmd/Character/Ramiel/Materials/MI_发; /Game/Assets/mmd/Character/Ramiel/Materials/MI_发_outline,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Ramiel/Textures/T_翅膀.uasset,2192101,Texture2D,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Ramiel/Materials/MI_翅膀,/Game/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList; /Game/Assets/mmd/Character/Ramiel/Materials/MI_翅膀; /Game/Assets/mmd/Character/Ramiel/Materials/MI_翅膀_outline,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Ramiel/Textures/T_肌.uasset,145611,Texture2D,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Ramiel/Materials/MI_体下+,/Game/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList; /Game/Assets/mmd/Character/Ramiel/Materials/MI_体下+; /Game/Assets/mmd/Character/Ramiel/Materials/MI_体下+_outline,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Ramiel/Textures/T_颜.uasset,981983,Texture2D,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Ramiel/Materials/MI_齿,/Game/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList; /Game/Assets/mmd/Character/Ramiel/Materials/MI_二重; /Game/Assets/mmd/Character/Ramiel/Materials/MI_二重_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_口线; /Game/Assets/mmd/Character/Ramiel/Materials/MI_口线_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_口舌; /Game/Assets/mmd/Character/Ramiel/Materials/MI_口舌_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_目; /Game/Assets/mmd/Character/Ramiel/Materials/MI_目_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_目光; /Game/Assets/mmd/Character/Ramiel/Materials/MI_目光2; /Game/Assets/mmd/Character/Ramiel/Materials/MI_目光2_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_目光3; /Game/Assets/mmd/Character/Ramiel/Materials/MI_目光3_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_目光_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_目白; /Game/Assets/mmd/Character/Ramiel/Materials/MI_目白_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_眉; /Game/Assets/mmd/Character/Ramiel/Materials/MI_眉_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_睫; /Game/Assets/mmd/Character/Ramiel/Materials/MI_睫_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_颜; /Game/Assets/mmd/Character/Ramiel/Materials/MI_颜_outline; /Game/Assets/mmd/Character/Ramiel/Materials/MI_齿; /Game/Assets/mmd/Character/Ramiel/Materials/MI_齿_outline,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList.uasset,39703,VrmAssetListObject,蓝图 / 数据 / 其他资源,,dependency of /Game/Assets/mmd/Character/Ramiel/Meshes/SK_蕾米埃尔·黑,/Game/Assets/mmd/Character/Ramiel/Meshes/SK_蕾米埃尔·黑; /Game/Assets/mmd/Character/Ramiel/VM_蕾米埃尔·黑_VrmMeta,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Ramiel/VL_蕾米埃尔·黑_VrmLicense.uasset,5016,VrmLicenseObject,蓝图 / 数据 / 其他资源,,dependency of /Game/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList,/Game/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Ramiel/VM_蕾米埃尔·黑_VrmMeta.uasset,8463,VrmMetaObject,蓝图 / 数据 / 其他资源,,dependency of /Game/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList,/Game/Assets/mmd/Character/Ramiel/VA_蕾米埃尔·黑_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Animations/A_face_星穹铁道—火花2.uasset,104659,AnimSequence,角色 / 动作 / 重定向,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/POSE_face_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/POSE_face_星穹铁道—火花2,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Animations/ABP_Post_星穹铁道—火花2.uasset,113829,AnimBlueprint,角色 / 动作 / 重定向,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,ignored,external local archive + SHA-256 manifest required,保留,NO
待核实,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Animations/ABP_Sparxie.uasset,45247,AnimBlueprint,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_content.py; Tools/Presentation/retarget_party.py (dynamic folder); Tools/Presentation/retarget_party.py (dynamic folder),/Game/Assets/mmd/Character/Sparxie/BP_Sparxie,ignored,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/BP_Sparxie.uasset,38942,Blueprint,蓝图 / 数据 / 其他资源,,test / authoring dependency: Tools/Presentation/retarget_party.py (dynamic folder); Tools/Presentation/retarget_party.py (dynamic folder),,ignored,external local archive + SHA-256 manifest required,中,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_biaoq.uasset,32364,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_biaoq_outline.uasset,25839,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_上衣+.uasset,35092,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_上衣+_outline.uasset,25069,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_上衣.uasset,35080,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_上衣_outline.uasset,25057,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_上衣领+.uasset,35104,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_上衣领+_outline.uasset,25081,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_上衣领.uasset,35092,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_上衣领_outline.uasset,25069,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_内着.uasset,34962,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_内着_outline.uasset,25197,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_口.uasset,28297,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_口_outline.uasset,25045,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_後結擺+.uasset,35104,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_後結擺+_outline.uasset,25081,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_後結擺.uasset,35092,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_後結擺_outline.uasset,25069,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_手.uasset,35068,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_手_outline.uasset,25045,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_手套.uasset,34962,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_手套_outline.uasset,25197,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_白目.uasset,28309,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_白目_outline.uasset,25057,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_目.uasset,28297,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_目_outline.uasset,25045,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_目光.uasset,28309,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_目光_outline.uasset,25057,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_目影.uasset,25675,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_目影_outline.uasset,25057,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_眉睫.uasset,28309,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_眉睫_outline.uasset,25057,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_肌.uasset,35068,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_肌_outline.uasset,25045,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_肩飾+.uasset,35092,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_肩飾+_outline.uasset,25069,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_肩飾.uasset,35080,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2,/Game/Assets/mmd/Character/Sparxie/Meshes/SK_星穹铁道—火花2; /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
仍被使用,Content/Assets/mmd,Content/Assets/mmd/Character/Sparxie/Materials/MI_肩飾_outline.uasset,25057,MaterialInstanceConstant,材质 / 纹理,,dependency of /Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,/Game/Assets/mmd/Character/Sparxie/VA_星穹铁道—火花2_VrmAssetList,ignored,external local archive + SHA-256 manifest required,保留,NO
